"Location","Pointers","Byte Count","String Value","New String Value"
"118f20","14E378","14","乱暴アクション","Rough Action"
"118f30","14E37C","12","香港２０００","Hong Kong 2000"
"118f40","14E394|14E398|14E39C|14E3B8|14E3BC|14E3C0","2","？","?"
"118f44","14E3A0","14","拷問マスター２","Torture Master 2"
"118f54","14E3C4","18","エースウォンバット","Ace Wombat 2"
"118f68","14E3DC","14","空飛ぶ保護動物","Flying Endangered Species"
"118f78","14E3E0","16","捕獲狩猟禁止空域","No-hunting Restricted Airspace"
"118f8c","14E3E4","18","密漁シューティング","Poaching Shooter"
"118fa0","14E3E8","20","モータルウォンバット","Mortal Wombat"
"118fb8","14E400","12","世界動物保護","World Animal Protection"
"118fc8","14E404","20","乱獲許さぬ正義の味方","Defender Against Overhunting"
"118fe0","14E408","16","血の気アクション","Blood-Pumping Action"
"118ff4","14E40C","14","オカメブースト","Okame Boost"
"119004","14E424","12","呪われて怨霊","Cursed and Haunted"
"119014","14E428","24","浮き出る顔と聞こえた言葉","Emerging Faces and Voices"
"119030","14E42C","24","憑依体質シミュレーション","Possession Simulation"
"11904c","14E430","14","かまたいちの夜","Kamataichi's Night"
"11905c","14E448","16","夜の市場は大忙し","Busy Night Market"
"119070","14E44C","20","夕食朝食悩む若奥さま","A Housewife's Meal Dilemma"
"119088","14E450","18","献立アドベンチャー","Menu Planning Adventure"
"11909c","14E454","130","ＭＳＸユーザーの心を掴んだ傑作の移植版。@nかなりの完全移植で驚きます。さすがに画面上下の@n解像度を変えての字幕表示とかはないけど。","A port of a masterpiece that captured the@nhearts of MSX users. It's quite a complete@nport, which is surprising. Of course, there's no@nsubtitle display due to the adjusted top and@nbottom resolution."
"119120","14E458","82","腰が抜けるほどかっこいいドライブゲーム。@nなんといっても水たまりに写る空でしょう。","A driving game so cool it'll make your jaw@ndrop. Nothing beats the sky reflected@nin the puddles."
"119174","14E45C","142","マラソンじゃないの？違う！君はわかっていない！@n乙女の素足から立ち昇る土煙、@nアスファルトの焦げ付く香りを！@n飛び散る汗が素敵なレースゲーム。","Not a marathon, huh? Wrong! You don't get it!@nThe dust rising from a maiden's bare feet,@nthe scorching smell of asphalt! A racing game@nwhere splattering sweat is wonderful."
"119204","14E460","106","ゾンビをやっつけるガンシュー。@n同期の三本木が泣きながら作っていた。@n売れたので後にブイブイ言わせてたが。","A gun-shooting game to take down zombies.@nMy colleague Mibuki cried while he was@nmaking it. It sold well, though, so he was@nstrutting around later."
"119270","14E464","92","パッケージイラストが印象的だった。@nゲームギアではなかなか貴重な、@n楽しめる正統派ロープレ。","The package illustration was memorable.@nQuite rare for the Game Gear, an enjoyable@ntraditional RPG."
"1192d0","14E468","78","ゲームギアでサクサク楽しめる@nアラビア〜ンなロープレ。@nわりとオススメと思う。","An Arabian RPG you can enjoy smoothly on@nthe Game Gear. I think it's pretty recommended."
"119320","14E46C","102","アリサへの熱い萌えを胸に秘めていた@nＣマンが世に送り出した心の一本。@nグラフィックはヤスダスズヒト様。","A heartfelt creation released by C-Man, who@nsecretly harbored burning love for Alisa.@nGraphics by Master Yasuda Suzuhito."
"119388","14E470","104","もはや定番のガンゲーム。@nオリジナルからそうだったのだが、このゲーム、@nデザインスタッフの腕がいいなあ。","By now a classic light gun game.@nThe original was great, too--but with@nthis one, the design team's skills were@ntop-notch."
"1193f4","14E474","114","メガドラの解像度が活きるシミュレーション。@n深い内容、説明用小冊子のオマケもついて@nまさにアドバンストな内容です。","A sim that makes the most of the Mega Drive's@nresolution. Deep content, and comes with a@nbonus explanatory booklet--truly advanced@nstuff."
"119468","14E478","42","ぽっぷるなメイルです。@nぽっぷるでしたね。","It's Popful Mail.@nPopful, right?"
"119494","14E47C","104","アレックス、仕事選んでません。@nパドルコントローラ対応の貴重な一本。@n冒頭の華麗なハンドルさばきは必見。","Alex isn't picky about his jobs. A rare@ntitle compatible with the paddle controller.@nThe dazzling steering animation at the@nbeginning is a must-see."
"119500","14E480","114","アレックス、記念すべき主演第一作。@n盛りだくさんのステージが楽しい、好物が@nオニギリっていうのが日本的でよいのだ。","Alex's memorable starring debut. The jam-packed@nstages are fun, and his favorite food being@nonigiri feels so Japanese--a great touch."
"119574","14E484","104","アレックス、一人でがんばってます。@nアーケード版だと相方がいたんだけどね。@nアイム・ザ・ミラクルボール！","Alex is working hard on his own.@nIn the arcade version, he had a partner, though.@nI'm the Miracle Ball!"
"1195e0","14E488","104","アレックス、メガドライブに見参！@n慣性のついた独特の操作感がポイント@nエジプト面のＢＧＭはいい感じだよ。","Alex makes his Mega Drive debut!@nThe unique control feel with inertia is key,@nand the Egypt stage BGM feels great."
"11964c","14E48C","94","セガの誇る横シューの傑作！@n独創的なシステムとグラフィック。@nＨｉｒｏ師匠もいい仕事してます。","A masterpiece side-scrolling shooter, one of@nSEGA's finest! Original systems and graphics. @nMaster Hiro did a great job here."
"1196ac","14E490","100","ちょっとマイナーだがこれも傑作。@nマスターシステムの底力を見せつけた。@nアーケード逆移植版もあるよ。","A bit obscure, but still a gem. Showcased the@ntrue power of the Master System. There's even a@nreverse arcade port."
"119714","14E494","92","サターンで移植はカンペキ@nオマケで聞けるボーカル版オパオパが@nちょっと新鮮でいい感じなのだ。","Perfectly ported to the Saturn.@nThe bonus vocal version of Opa-Opa@nis a refreshing little treat."
"119774","14E498","22","ブロック崩し系の良作。","A solid brick-breaker-style title."
"11978c","14E49C","64","ゲームギアでも格ゲーをどうぞ。@nキャラクターが５人でオトクです。","Yes, you can play fighting games on the@nGame Gear, too. It features five characters--@ngreat value!"
"1197d0","14E4A0","88","豪華なサウンドは必聴！@n登場キャラクターの顔が全員@nなんだか妙にコワイのが印象的でした。","The rich sound is a must-hear!@nThe characters' faces were all @nstrangely terrifying--very memorable."
"11982c","14E4A4","114","偉大なる先達。豪華スタッフも本気だ。@n日本では貴重な、媚びないナンセンスが立派@nメガＣＤのスペック不足が悔やまれる","A pioneering title. Big-name staff gave it@ntheir all. One of Japan's rare,@nunapologetically nonsensical titles--respect.@nIt's a shame the Mega CD lacked the power@nit needed."
"1198a0","14E4A8","48","気軽に遊べるオートバイゲーム。@n旅のお供にどうぞ","A laid-back motorcycle game.@nGreat for traveling."
"1198d4","14E4AC","120","日本と海外のセンスの違いを実感できる一本。@nなんたって、あーた。これがネイだってよ。@nあんまり連れて歩きたくないよなあ。","A title that shows the difference between@nJapanese and Western design sensibilities. @nSeriously, that's Nei? Kinda don't want to walk@naround with her, huh..."
"119950","14E4B0","112","メガドラで華麗に生まれ変わった第二作。@n激烈難易度の広大なダンジョンで挫折する@n者も多いが、ネイが出るので許す。","The second game, brilliantly reborn on the@nMega Drive. Many players gave up in the brutal,@nsprawling dungeons, but it's forgivable@nbecause Nei is with you."
"1199c4","14E4B4","96","シリーズ中の変わり種。@n画期的な「ヨメ選びシステム」で有名。@nなんか妙にコワイ敵キャラでも有名。","The oddball of the series. Famous for its@ngroundbreaking ""Wife Selection System.""@nAlso known for its weirdly creepy enemy@ndesigns."
"119a28","14E4B8","76","シリーズ集大成。@nゲームショウで流れたデモ映像には@n社員でも興奮したものだ。","The grand finale of the series. Even SEGA@nemployees were hyped by the demo video shown@nat the game expo."
"119a78","14E4BC","76","小さくてもパンツァーです。@nいろいろ事情もあるんです。@n察してやって下さい。","It's small, but it's still Panzer.@nThere were...circumstances. Please understand."
"119ac8","14E4C0","104","権利関係でパッケージが出せませんが、@nサターンの歴史に残る名作です。@nその独創性と高い技術をご覧下さい。","Due to rights issues, the package can't be@nre-released, but it's a Saturn classic. Check@nout its originality and technical brilliance."
"119b34","14E4C4","92","堂々第二作。様々なドラゴンの@nバリエーションが楽しめます。@nケンタロウ、嫁さんと元気してる？","A proud second entry. @nEnjoy a wide variety of dragons.@nHey Kentarou, how's the wife?"
"119b94","14E4C8","112","シリーズの最後を飾る野心的な一本。@n他に類を見ない独特なシステムと、@nシリーズに一貫する世界観をお楽しみ下さい。","An ambitious title to close out the series. @nUnparalleled, unique systems and a@nconsistently rich world throughout."
"119c08","14E4CC","60","手軽に楽しいマージャンソフト@n旅のお供に冷凍ミカンとどうぞ。","A simple, fun mahjong game. @nPerfect for travel--just add frozen@ntangerines."
"119c48","14E4D0","84","名脇役が主役をはった一本。@nよくできたアクションです。@nしかしアレックスの立場は…。","A great action game starring a legendary@nside character. Well-made and fun...@nBut poor Alex, sidelined again..."
"119ca0","14E4D4","98","背中にカニの付いた変なテロリスト！@nいっつもさらわれる大統領の娘！@nオマケのトランキライザーガン！","A weird terrorist with a crab on his back! @nThe president's daughter who always gets@nkidnapped! Bonus tranquilizer gun!"
"119d04","14E4D8","104","実によくできたポリゴン魚。@nインターフェイスも優れものであった。@nでもやっぱりあの業務用ポップが・・・。","A remarkably well-made polygon fish.@nThe interface was also top-notch.@nBut still, that arcade POP display..."
"119d70","14E4DC","102","ソニックチームの隠れた名作。@nシャイな日本のプレイヤーに、この@nプレイスタイルを認めさせたのはスゴイ。","A hidden gem from Sonic Team.@nConvincing shy Japanese players to@naccept this play style was impressive."
"119dd8","14E4E0","114","回を重ね、評価も高く、もはや定番の名作。@n個人的には、例の味わい深いポリゴン@n選手と、選べる美人秘書がかなりグー。","A long-running, highly rated, now classic title. @nPersonally, I love the charming polygon athletes@nand the selectable beautiful secretary."
"119e4c","14E4E4","108","オールドセガマニア、心の一本！@n脅威の技術力の、アーケード超絶移植版。@nガクガクしてるなんて言うヤツは帰れ！","A must-have for old-school SEGA fanatics!@nAn incredible arcade-perfect port showing off@ntechnical prowess. Anyone complaining about@nframe drops--go home!"
"119ebc","14E4E8","92","ようやく完全移植のサターン版@nミッションスティックとセットで購入だ！@nイスは自分で揺らそう！","Finally, a perfect port for the Saturn!@nBuy it together with the mission stick!@nRock the chair yourself!"
"119f1c","14E4EC","96","目立たないが、細部のアレンジが@n独特のテイストを醸し出す一本。@nマニアならちょっと遊んでみよう。","Unassuming at first glance, but the subtle@ntweaks give it a unique flavor.@nIf you're an fanatic, give it a try."
"119f80","14E4F0","70","野外でアウトラン！@nこれこそ本来のプレイだ！@n金髪の彼女も用意しよう！","OutRun in the great outdoors!@nThis is how it was meant to be played!@nBetter get that blonde girlfriend@nready, too!"
"119fc8","14E4F4","82","当時としてはがんばった移植版@nちゃんと曲も選べます。@nネームエントリーは泣けるよ。","A commendable port for its time.@nYou can even pick the music.@nThe name entry screen is truly moving."
"11a01c","14E4F8","98","これも当時としてはがんばった移植@nかなりの再現度にはマニアも感涙。@nオマケエンディングを覚えてる？","Another port that went above and beyond for@nits time. Even hardcore fans were moved by its@naccuracy. Remember the bonus ending?"
"11a080","14E4FC","78","とうとうサターンに移植。@nこれでいつでも青春が蘇るぞ@n金髪の彼女を用意しよう。","Finally ported to the Saturn.@nNow you can relive your youth anytime.@nBetter get that blonde girlfriend@nready again."
"11a0d0","14E500","90","当時驚異的だった４メガ！@n賛否両論あるが、売れ行きはトップ！@nガクガク感を廃した画面は立派","An astounding 4 megabits at the time!@nOpinions were divided, but it sold like crazy!@nThe graphics, free of frame drops, were@nimpressive."
"11a12c","14E504","88","サターンで完全移植！@n人気作なのでＭＤ、３２Ｘ版もあるが@nマニアなら当然コンプリートだ！","Perfect port on the Saturn! It was so popular@nthere were also MD and 32X versions, but true@nfans of course collect them all!"
"11a188","14E508","104","忍者、どアップであたりをキョロキョロ！@nアーケードで抜群のインパクトを誇った一本@n今遊んでも楽しい名作。","A ninja darts his eyes around in an extreme@nclose-up! A title with amazing impact in@narcades. It remains fun to play@ntoday--a true classic."
"11a1f4","14E50C","98","飛び回るロゴ！男心の熱い一本@n復讐のため、ビキニで剣を振り回す@nティリスの跳び蹴りは忘れられない。","A flying logo! A fiery title that stirs a man's@nheart. For revenge, Tyris swings her sword in@na bikini--her flying kick is unforgettable."
"11a258","14E510","84","「らいずおんゆあぐれーぶ」@nパワーアップだ！変身だ！@nトラだ！龍だ！クマになるんだ！","""Rise from your grave!""@nPower-up! Transform!@nA tiger! A dragon! Turn into a bear!"
"11a2b0","14E514","96","円熟の完成度を誇る傑作。@n容量の関係で削った部分が惜しまれる。@nエンディングのクールな演出は必見","A masterpiece with refined polish.@nSome parts were sadly cut due to storage limits.@nThe cool ending sequence is a must-see."
"11a314","14E518","106","ポリゴンでもやってます！大傑作！@nまさか本当にこのタイトルで世に出るとは@n思わなんだが、慣れるから不思議だ","A true masterpiece, despite being made with@npolygons! Can't believe they actually@nreleased it under that title--Dynamite Deka--@nbut strangely, you get used to it."
